message	label
Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg	spam
Have you bookedthe hut? And also your time off? How are you by the way?	ham
I'm working technical support :)voice process.	ham
Ya but it cant display internal subs so i gotta extract them	ham
WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM	spam
Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck.	spam
great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)	ham
Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA	spam
Great. I'm in church now, will holla when i get out	ham
K so am I, how much for an 8th? Fifty?	ham
Found it, ENC  &lt;#&gt; , where you at?	ham
Anytime lor...	ham
Tmrw. Im finishing 9 doors	ham
Haiyoh... Maybe your hamster was jealous of million	ham
Gud ni8 dear..slp well..take care..swt dreams..Muah..	ham
Guy, no flash me now. If you go call me, call me. How madam. Take care oh.	ham
We left already we at orchard now.	ham
Whatsup there. Dont u want to sleep	ham
So what do you guys do.	ham
Yes watching footie but worried we're going to blow it - Phil Neville?	ham
This is my number by vivek..	ham
No b4 Thursday	ham
I av a new number,  . Wil u only use this one,ta.	ham
I'm e person who's doing e sms survey...	ham
You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810	spam
House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?	ham
Den wat will e schedule b lk on sun?	ham
She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.	ham
Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !	ham
R u in this continent?	ham
The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...	ham
Ok can...	ham
Hey morning what you come to ask:-) pa...	ham
Sorry, I can't text &amp; drive coherently, see you in twenty	ham
Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/	ham
Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p	spam
Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...	ham
Nt yet chikku..simple habba..hw abt u?	ham
URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate	spam
Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)	ham
Are you this much buzy	ham
I will spoil you in bed as well :)	ham
I re-met alex nichols from middle school and it turns out he's dealing!	ham
Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...	ham
Ard 515 like dat. Y?	ham
Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing	ham
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08	spam
"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM"	ham
How many licks does it take to get to the center of a tootsie pop?	ham
Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?	ham
As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589	spam
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.	ham
Too late. I said i have the website. I didn't i have or dont have the slippers	ham
Yetunde i'm in class can you not run water on it to make it ok. Pls now.	ham
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546	spam
Nothing just getting msgs by dis name wit different no's..	ham
Stupid.its not possible	ham
aathi..where are you dear..	ham
Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123	spam
It's wylie, you in tampa or sarasota?	ham
Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.	ham
Otherwise had part time job na-tuition..	ham
Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!	ham
Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.	ham
No chikku nt yet.. Ya i'm free	ham
I'm going out to buy mum's present ar.	ham
Have a nice day my dear.	ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04	spam
Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.	ham
What you did in  leave.	ham
ÌÏ log off 4 wat. It's sdryb8i	ham
Not tonight mate. Catching up on some sleep. This is my new number by the way. 	ham
* Will be september by then!	ham
Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!	spam
Long beach lor. Expected... U having dinner now?	ham
WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins	spam
Yup i thk cine is better cos no need 2 go down 2 plaza mah.	ham
Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?	ham
You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?	ham
I sent them. Do you like?	ham
Lol or I could just starve and lose a pound by the end of the day.	ham
I wont get concentration dear you know you are my mind and everything :-)	ham
"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\"""""	ham
Oh did you charge camera	ham
Short But Cute: \Be a good person	ham
S:)s.nervous  &lt;#&gt; :)	ham
"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."""	ham
What's happening with you. Have you gotten a job and have you begun registration for permanent residency	ham
URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins	spam
Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...	ham
Oh. U must have taken your REAL Valentine out shopping first.	ham
I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.	ham
Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...	ham
It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke	ham
Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola	ham
Jesus armand really is trying to tell everybody he can find	ham
Haha good to hear, I'm officially paid and on the market for an 8th	ham
No one interested. May be some business plan.	ham
I am going to film 2day da. At 6pm. Sorry da.	ham
Cheers for the card ... Is it that time of year already?	ham
I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?	ham
Come by our room at some point so we can iron out the plan for this weekend	ham
Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!	spam
Did you see that film:)	ham
alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap	ham
Have you seen who's back at Holby?!	ham
Not..tel software name..	ham
How long has it been since you screamed, princess?	ham
K, can that happen tonight?	ham
Yeah whatever lol	ham
U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription	spam
Can... I'm free...	ham
Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.	ham
Where is it. Is there any opening for mca.	ham
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705	spam
Ok. She'll be ok. I guess	ham
Will do. Have a good day	ham
"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance"""	ham
This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! 	ham
I dont thnk its a wrong calling between us	ham
Take something for pain. If it moves however to any side in the next 6hrs see a doctor.	ham
Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...	ham
How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.	ham
Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.	ham
I think that tantrum's finished so yeah I'll be by at some point	ham
Sorry, I'll call later	ham
Have you heard from this week?	ham
Sorry, went to bed early, nightnight	ham
Hey company elama po mudyadhu.	ham
I'll see if I can swing by in a bit, got some things to take care of here firsg	ham
Oops my phone died and I didn't even know. Yeah I like it better.	ham
Do you want bold 2 or bb torch	ham
Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?	spam
TaKe CaRE n gET WeLL sOOn	ham
But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.	ham
Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash	ham
you are sweet as well, princess. Please tell me your likes and dislikes in bed...	ham
Where to get those?	ham
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days	spam
Oops. 4 got that bit.	ham
Same, I'm at my great aunts anniversary party in tarpon springs	ham
Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088	spam
Dare i ask... Any luck with sorting out the car?	ham
God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U	ham
Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz	spam
O. Well uv causes mutations. Sunscreen is like essential thesedays	ham
Ryder unsold.now gibbs.	ham
Just wait till end of march when el nino gets himself. Oh.	ham
Oh k. . I will come tomorrow	ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04	spam
No, but you told me you were going, before you got drunk!	ham
Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me	ham
I can't, I don't have her number!	ham
Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...	ham
No. On the way home. So if not for the long dry spell the season would have been over	ham
I.ll give her once i have it. Plus she said grinule greet you whenever we speak	ham
I don't think I can get away for a trek that long with family in town, sorry	ham
Yes we are chatting too.	ham
Also where's the piece	ham
Tell them the drug dealer's getting impatient	ham
Yes:)here tv is always available in work place..	ham
 &lt;#&gt;  mins but i had to stop somewhere first.	ham
No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.	ham
Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).	ham
Eatin my lunch...	ham
Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182	spam
1's reach home call me.	ham
You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.	ham
LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.	spam
Aight, I'll hit you up when I get some cash	ham
Don no da:)whats you plan?	ham
Going to take your babe out ?	ham
No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.	ham
Probably, want to pick up more?	ham
Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16	spam
K sure am in my relatives home. Sms me de. Pls:-)	ham
The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe	ham
When you get free, call me	ham
Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?	ham
"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\"""""	ham
HMM yeah if your not too grooved out! And im looking forward to my pound special :)	ham
I thk 50 shd be ok he said plus minus 10.. Did Ì_ leave a line in between paragraphs?	ham
Ladies first and genus second k .	ham
Alright i have a new goal now	ham
Ok no prob... I'll come after lunch then...	ham
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts	ham
Not directly behind... Abt 4 rows behind Ì_...	ham
K, can I pick up another 8th when you're done?	ham
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""	ham
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.	ham
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05	spam
Are you planning to come chennai?	ham
Huh y lei...	ham
K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else	ham
449050000301 You have won a å£2,000 price! To claim, call 09050000301.	spam
Id have to check but there's only like 1 bowls worth left	ham
Lovely smell on this bus and it ain't tobacco... 	ham
URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm	spam
Some of them told accenture is not confirm. Is it true.	ham
The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.	ham
Ok enjoy . R u there in home.	ham
Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke	ham
Yeah confirmed for you staying at  that weekend	ham
I am late. I will be there at	ham
Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...	ham
Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.	ham
Great. P diddy is my neighbor and comes for toothpaste every morning	ham
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270	spam
Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx	ham
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p	spam
Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.	ham
The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.	ham
Me sef dey laugh you. Meanwhile how's my darling anjie!	ham
He also knows about lunch menu only da. . I know	ham
Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.	ham
awesome, how do I deal with the gate? Charles told me last night but, uh, yeah	ham
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com	spam
Taka lor. Wat time u wan 2 come n look 4 us?	ham
Cool. So how come you havent been wined and dined before?	ham
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's	spam
Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam	ham
Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.	ham
Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... 	ham
Good Morning plz call me sir	ham
ÌÏ all write or wat..	ham
Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.	ham
FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com	spam
Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.	ham
Ok..	ham
Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876	spam
I didn't get the second half of that message	ham
I've reached sch already...	ham
I'm back, lemme know when you're ready	ham
No messages on her phone. I'm holding it now	ham
Sorry . I will be able to get to you. See you in the morning.	ham
All will come alive.better correct any good looking figure there itself..	ham
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only	spam
You said not now. No problem. When you can. Let me know.	ham
As usual u can call me ard 10 smth.	ham
In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ	ham
Good Morning my Dear Shijutta........... Have a great &amp; successful day.	ham
Its a great day. Do have yourself a beautiful one.	ham
Yes.he have good crickiting mind	ham
Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!	ham
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..	ham
You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged	ham
Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)	spam
Good night my dear.. Sleepwell&amp;Take care	ham
As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts	spam
Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks	ham
Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers	spam
Lil fever:) now fine:)	ham
Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am	ham
Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!	ham
645	ham
Okay, good, no problem, and thanx!	ham
Nobody can decide where to eat and dad wants Chinese	ham
Gam gone after outstanding innings.	ham
Hey... are you going to quit soon? Xuhui and i working till end of the month 	ham
I might go 2 sch. Yar at e salon now v boring.	ham
I dont have that much image in class.	ham
UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub	spam
thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???	spam
Love you aathi..love u lot..	ham
Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?	ham
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05	spam
Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .	ham
Don know..he is watching film in computer..	ham
This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate	spam
If i not meeting Ì_ all rite then i'll go home lor. If Ì_ dun feel like comin it's ok.	ham
Give one miss from that number please	ham
Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.	ham
Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.	ham
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070	spam
Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks	ham
RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50	spam
Sorry, I'll call later	ham
Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students	ham
I see the letter B on my car	ham
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Callså£1/minMobsmoreLKPOBOX177HP51FL	spam
Tunde, how are you doing. This is just wishing you a great day. Abiola.	ham
Then ur physics get a-?	ham
S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)	ham
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams	ham
Also that chat was awesome but don't make it regular unless you can see her in person	ham
Mum not going robinson already.	ham
Aight that'll work, thanks	ham
That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? 	ham
He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ÌÏ got a lot of work ar?	ham
(You didn't hear it from me)	ham
Sac needs to carry on:)	ham
Wow v v impressed. Have funs shopping!	ham
I think your mentor is , but not 100 percent sure.	ham
Goodmorning, today i am late for 2hrs. Because of back pain.	ham
Only once then after ill obey all yours.	ham
Really do hope the work doesnt get stressful. Have a gr8 day.	ham
I'm really not up to it still tonight babe	ham
Oh yeah clearly it's my fault	ham
Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love	ham
Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm	spam
Ard 4 lor...	ham
Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)	spam
I'm fine. Hope you are good. Do take care.	ham
Hey they r not watching movie tonight so i'll prob b home early...	ham
Cool, want me to go to kappa or should I meet you outside mu	ham
Yes see ya not on the dot	ham
Yup ok...	ham
I absolutely LOVE South Park! I only recently started watching the office.	ham
No she didnt. I will search online and let you know.	ham
ÌÏ called dad oredi...	ham
Oh ho. Is this the first time u use these type of words	ham
No. She's currently in scotland for that.	ham
Happy birthday to you....dear.with lots of love.rakhesh NRI	ham
Am going to take bath ill place the key in window:-)	ham
If we win its really no 1 side for long time.	ham
Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh	ham
Hello- thanx for taking that call. I got a job! Starts on monday!	ham
\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH	ham
Dai what this da.. Can i send my resume to this id.	ham
If you're thinking of lifting me one then no.	ham
Ok... Sweet dreams...	ham
Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow	spam
U still havent got urself a jacket ah?	ham
Hows the pain dear?y r u smiling?	ham
HAPPY NEW YEAR MY NO.1 MAN	ham
You best watch what you say cause I get drunk as a motherfucker	ham
K. I will sent it again	ham
Boooo you always work. Just quit.	ham
ok....take care.umma to you too...	ham
Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...	ham
We can go 4 e normal pilates after our intro...  	ham
I think u have the wrong number.	ham
Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx	ham
I had askd u a question some hours before. Its answer	ham
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)	spam
We r outside already.	ham
He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary	ham
Why are u up so early?	ham
WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.	spam
Aight do you still want to get money	ham
Sorry, I'll call you  later. I am in meeting sir.	ham
A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611	spam
Ok which your another number	ham
Very hurting n meaningful lines ever: \I compromised everything for my love	ham
When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.	ham
Dont worry. I guess he's busy.	ham
Hi good mornin.. Thanku wish u d same..	ham
Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(	ham
Alright we'll bring it to you, see you in like  &lt;#&gt;  mins	ham
That is wondarfull song	ham
One of best dialogue in cute reltnship..!! \Wen i Die	ham
Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.	ham
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.	ham
1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!	spam
You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days	ham
From 5 to 2 only my work timing.	ham
You've always been the brainy one.	ham
Thanks for ve lovely wisheds. You rock	ham
When you guys planning on coming over?	ham
Jay wants to work out first, how's 4 sound?	ham
Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.	ham
Sorry, I'll call later in meeting	ham
Then we wait 4 u lor... No need 2 feel bad lar...	ham
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx	spam
K go and sleep well. Take rest:-).	ham
Yup, leaving right now, be back soon	ham
Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.	ham
Can. Dunno wat to get 4 her...	ham
Oh k:)after that placement there ah?	ham
TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468	spam
Just got up. have to be out of the room very soon. Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.	ham
So li hai... Me bored now da lecturer repeating last weeks stuff waste time... 	ham
Yes but I don't care cause I know its there!	ham
Get ready for  &lt;#&gt;  inches of pleasure...	ham
I have a sore throat. It's scratches when I talk	ham
Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.	ham
Ok. I only ask abt e movie. U wan ktv oso?	ham
